,animal,session,trial,onset,first_lick_in,last_lick_out,water_valve_on,outcome,licks,sound_num,reward,go_nogo,licks_out,quality,water_valve_amt
283,JUV015,220409,284,4154.258732,4154.447564,4161.634369,4154.449731,4154.449731,"[4154.447564, 4154.535397, 4154.644063, 4154.738397, 4154.854396, 4154.948896, 4155.058065, 4155.174561, 4155.297728, 4155.414061, 4155.544893, 4155.688226, 4155.789059, 4155.906725, 4156.037558, 4156.224557, 4158.729547, 4159.65821, 4161.620703]",4,2,go,19,normal,2
284,JUV015,220409,285,4163.635694,4163.788194,4164.984355,4163.790527,4163.790527,"[4163.788194, 4163.883527, 4164.007026, 4164.124359, 4164.234525, 4164.336691, 4164.453691, 4164.57019, 4164.68719, 4164.81119, 4164.941356]",2,2,go,11,normal,2
285,JUV015,220409,286,4167.949677,4168.05201,4168.209509,,4168.05201,"[4168.05201, 4168.159509]",5,-1,nogo,2,normal,
286,JUV015,220409,287,4181.846955,4181.984287,4187.1356,4181.986464,4181.986464,"[4181.984287, 4182.09812, 4182.207453, 4182.31812, 4182.427952, 4182.523452, 4182.625785, 4182.735951, 4182.860117, 4182.989117, 4185.326441, 4187.121434]",4,2,go,12,normal,2
287,JUV015,220409,288,4189.136926,,,,4192.387246,[],5,0,nogo,0,normal,
288,JUV015,220409,289,4195.988898,,,,4199.239218,[],5,0,nogo,0,normal,
289,JUV015,220409,290,4203.735701,4208.234016,4208.240349,,4206.986021,[4208.234016],7,0,nogo,1,normal,
290,JUV015,220409,291,4211.240837,4211.404836,4216.087651,4211.407003,4211.407003,"[4211.404836, 4211.498503, 4211.601346, 4211.704835, 4211.821668, 4211.910335, 4212.019667, 4212.136334, 4212.252666, 4212.369666, 4214.856989, 4215.072322, 4215.967152, 4216.066651]",4,2,go,14,normal,2
291,JUV015,220409,292,4218.08881,4218.187643,4223.628462,4218.189643,4218.189643,"[4218.187643, 4218.301809, 4218.410642, 4218.520641, 4218.623308, 4218.725981, 4218.84264, 4218.952806, 4219.062973, 4219.173139, 4219.288472, 4222.110127, 4222.346301, 4222.567292, 4222.647125, 4223.621454]",2,2,go,16,normal,2
292,JUV015,220409,293,4225.62978,,,,4228.8801,[],7,0,nogo,0,normal,
293,JUV015,220409,294,4232.480419,4232.627918,4232.754584,,4232.627918,"[4232.627918, 4232.733751]",5,-1,nogo,2,normal,
294,JUV015,220409,295,4246.490529,4246.722529,4252.15184,4246.724699,4246.724699,"[4246.722529, 4246.817028, 4246.933528, 4247.036527, 4247.14636, 4247.23436, 4247.336703, 4247.439526, 4247.570701, 4247.694525, 4250.331187, 4252.005507, 4252.130674]",2,2,go,13,normal,2
295,JUV015,220409,296,4254.153166,,,,4257.403486,[],5,0,nogo,0,normal,
296,JUV015,220409,297,4261.645802,4261.810635,4262.766798,4261.812802,4261.812802,"[4261.810635, 4261.896468, 4261.991801, 4262.094967, 4262.2048, 4262.292966, 4262.395633, 4262.504799, 4262.614132, 4262.730631]",3,2,go,10,normal,2
297,JUV015,220409,298,4265.849119,4265.954619,4266.648282,,4265.954619,"[4265.954619, 4266.634449]",8,-1,nogo,2,normal,
298,JUV015,220409,299,4279.498397,,,,4282.748718,[],6,0,nogo,0,normal,
299,JUV015,220409,300,4287.018708,,,,4290.269022,[],7,0,nogo,0,normal,
300,JUV015,220409,301,4293.985506,4294.152006,4297.980157,4294.154339,4294.154339,"[4294.152006, 4294.252505, 4294.347671, 4294.450671, 4294.56017, 4294.648004, 4294.757345, 4294.866336, 4294.975669, 4295.085168, 4295.215339, 4297.959157]",2,2,go,12,normal,2
301,JUV015,220409,302,4299.981315,,,,4303.231636,[],8,0,nogo,0,normal,
302,JUV015,220409,303,4307.17762,,,,4310.42794,[],6,0,nogo,0,normal,
303,JUV015,220409,304,4314.906589,4315.060755,4319.274405,4315.063089,4315.063089,"[4315.060755, 4315.152588, 4315.254588, 4315.357421, 4315.46992, 4315.553423, 4315.655919, 4315.764919, 4315.881426, 4315.991085, 4316.119425, 4319.253579]",2,2,go,12,normal,2
304,JUV015,220409,305,4321.27573,4321.495396,4327.978541,4321.497563,4321.497563,"[4321.495396, 4321.632729, 4321.737228, 4321.836228, 4321.932728, 4322.028727, 4322.13856, 4322.243727, 4322.361726, 4322.492392, 4322.601558, 4322.717391, 4325.283048, 4325.369214, 4326.176044, 4327.96487]",3,2,go,16,normal,2
305,JUV015,220409,306,4329.979862,4330.103195,4336.452003,4330.105362,4330.105362,"[4330.103195, 4330.211028, 4330.320194, 4330.43736, 4330.53986, 4330.642359, 4330.759026, 4330.869192, 4330.986525, 4331.095858, 4331.21469, 4331.33219, 4331.449856, 4331.593189, 4333.661847, 4333.74068, 4333.855513, 4335.238674, 4336.430503]",1,2,go,19,normal,2
306,JUV015,220409,307,4338.453162,4338.559995,4344.901803,,4338.559995,"[4338.559995, 4338.666661, 4344.895303]",7,-1,nogo,3,normal,
307,JUV015,220409,308,4352.258942,4352.417772,4353.504602,4352.419939,4352.419939,"[4352.417772, 4352.497439, 4352.621105, 4352.717605, 4352.821604, 4352.90677, 4353.01777, 4353.12727, 4353.236603, 4353.353769, 4353.476101]",4,2,go,11,normal,2
308,JUV015,220409,309,4356.963754,4357.12492,4376.186344,,4357.12492,"[4357.12492, 4357.217421, 4361.738569, 4361.838735, 4362.249233, 4362.327399, 4363.061063, 4363.92556, 4364.347391, 4364.472891, 4364.59689, 4364.718059, 4364.822723, 4364.850723, 4364.986222, 4365.132888, 4365.50072, 4365.754886, 4366.012051, 4366.162884, 4366.30905, 4366.492716, 4366.647382, 4367.23088, 4367.32388, 4367.350546, 4367.461546, 4367.760878, 4367.788379, 4367.935877, 4368.018547, 4368.110876, 4368.400042, 4368.435042, 4368.545875, 4368.615541, 4368.672041, 4368.827207, 4368.919206, 4368.96804, 4369.127872, 4369.378038, 4369.620037, 4369.937869, 4370.035535, 4370.213368, 4370.276542, 4370.349701, 4371.000365, 4371.723362, 4371.823195, 4373.252522, 4374.447684, 4376.018178, 4376.032178]",6,-1,nogo,55,normal,
309,JUV015,220409,310,4378.187669,4380.271328,4389.232303,,4380.271328,"[4380.271328, 4380.453662, 4380.890325, 4383.87548, 4386.821301, 4386.933801, 4387.040967, 4387.183467, 4388.702794, 4389.111959]",6,-1,nogo,10,normal,
310,JUV015,220409,311,4393.892107,4394.042106,4398.795263,4394.044273,4394.044273,"[4394.042106, 4394.128106, 4394.236105, 4394.338771, 4394.447938, 4394.535437, 4394.644942, 4394.75427, 4394.884103, 4394.960945, 4395.009602, 4395.152945, 4395.270434, 4395.413267, 4395.824099, 4395.946765, 4396.063598, 4396.202431, 4396.586429, 4396.953761, 4398.774254]",4,2,go,21,normal,2
311,JUV015,220409,312,4400.796579,4402.745909,4409.999542,,4402.745909,"[4402.745909, 4409.993042]",7,-1,nogo,2,normal,
312,JUV015,220409,313,4416.648016,4416.894348,4427.940637,,4416.894348,"[4416.894348, 4417.009681, 4427.170807, 4427.934145]",5,-1,nogo,4,normal,
313,JUV015,220409,314,4431.318124,4431.46279,4435.52594,4431.465123,4431.465123,"[4431.46279, 4431.555623, 4431.671622, 4431.781788, 4431.899621, 4432.002121, 4432.117954, 4432.21962, 4432.336286, 4432.460621, 4432.583452, 4432.726623, 4435.367941, 4435.497773]",4,2,go,14,normal,2
314,JUV015,220409,315,4437.527107,4437.684431,4443.227583,4437.686765,4437.686765,"[4437.684431, 4437.786931, 4437.885264, 4437.99893, 4438.10543, 4438.204096, 4438.320762, 4438.437762, 4438.554595, 4438.671101, 4438.794427, 4442.033581, 4442.25458, 4443.199581]",1,2,go,14,normal,2
315,JUV015,220409,316,4445.228901,4445.381744,4450.374224,4445.383903,4445.383903,"[4445.381744, 4445.483743, 4445.593909, 4445.710566, 4445.826732, 4445.929065, 4446.038565, 4446.148065, 4446.264564, 4446.387899, 4449.082719, 4449.582227, 4450.352714]",4,2,go,13,normal,2
316,JUV015,220409,317,4452.375539,,,,4455.378027,[],12,-1,go,0,missed,
317,JUV015,220409,318,4469.596471,4470.943965,4470.950632,,4470.943965,[4470.943965],13,0,go,1,normal,
318,JUV015,220409,319,4474.882949,4475.042282,4475.290281,,4475.042282,"[4475.042282, 4475.141448, 4475.262281]",5,-1,nogo,3,normal,
319,JUV015,220409,320,4489.43006,4489.61089,4494.760036,4489.613224,4489.613224,"[4489.61089, 4489.696557, 4489.80539, 4489.900889, 4490.018226, 4490.092061, 4490.194388, 4490.303554, 4490.420387, 4490.529887, 4490.666553, 4493.692387, 4494.739036]",1,2,go,13,normal,2
320,JUV015,220409,321,4496.761195,4496.906702,4501.491009,4496.908863,4496.908863,"[4496.906702, 4497.007027, 4497.122861, 4497.22586, 4497.342703, 4497.438026, 4497.540866, 4497.643358, 4497.760024, 4497.876524, 4497.99869, 4501.455343]",4,2,go,12,normal,2
321,JUV015,220409,322,4503.492335,4503.624834,4510.032642,4503.627001,4503.627001,"[4503.624834, 4503.718501, 4503.836333, 4503.939666, 4504.050333, 4504.153666, 4504.270665, 4504.379664, 4504.495664, 4504.61183, 4506.391664, 4507.99615, 4509.162812, 4510.004475]",3,2,go,14,normal,2
322,JUV015,220409,323,4512.033967,,,,4515.284288,[],8,0,nogo,0,normal,
323,JUV015,220409,324,4519.211439,,,,4522.461759,[],6,0,nogo,0,normal,
324,JUV015,220409,325,4526.141077,,,,4529.391398,[],8,0,nogo,0,normal,
325,JUV015,220409,326,4533.156383,4536.666369,4536.680369,,4536.406709,[4536.666369],8,0,nogo,1,normal,
326,JUV015,220409,327,4540.033189,,,,4543.035344,[],11,-1,go,0,missed,
327,JUV015,220409,328,4556.789288,,,,4560.039609,[],8,0,nogo,0,normal,
328,JUV015,220409,329,4563.904427,,,,4567.154747,[],7,0,nogo,0,normal,
329,JUV015,220409,330,4571.066898,4571.246564,4571.487229,,4571.246564,"[4571.246564, 4571.33873, 4571.459063]",5,-1,nogo,3,normal,
330,JUV015,220409,331,4584.833187,,,,4588.083502,[],5,0,nogo,0,normal,
331,JUV015,220409,332,4591.807648,,,,4595.057968,[],7,0,nogo,0,normal,
332,JUV015,220409,333,4599.444623,,,,4602.694939,[],8,0,nogo,0,normal,
333,JUV015,220409,334,4606.301757,4618.374708,4618.395875,,4609.304078,[4618.374708],11,-1,go,1,missed,
334,JUV015,220409,335,4623.513355,,,,4626.515676,[],14,-1,go,0,missed,
335,JUV015,220409,336,4640.540953,4640.738627,4645.116102,4640.740952,4640.740952,"[4640.738627, 4640.837619, 4640.939118, 4641.040951, 4641.157617, 4641.232628, 4641.33495, 4641.44395, 4641.566949, 4641.682449, 4641.805115, 4641.928448, 4642.058619, 4644.966602, 4645.073435]",1,2,go,15,normal,2
336,JUV015,220409,337,4647.117427,4647.295426,4654.159566,,4647.295426,"[4647.295426, 4647.446092, 4654.011566, 4654.117066]",6,-1,nogo,4,normal,
337,JUV015,220409,338,4661.353703,4661.527536,4662.897197,4661.529703,4661.529703,"[4661.527536, 4661.619536, 4661.721035, 4661.823201, 4661.932545, 4662.013201, 4662.115534, 4662.224366, 4662.367199, 4662.483365, 4662.540032, 4662.586365, 4662.717031, 4662.846864]",1,2,go,14,normal,2
338,JUV015,220409,339,4665.792686,4667.197021,4667.20368,,4667.197021,[4667.197021],11,0,go,1,normal,
339,JUV015,220409,340,4670.778832,4670.941332,4672.23516,4670.943499,4670.943499,"[4670.941332, 4671.042998, 4671.159164, 4671.26133, 4671.377997, 4671.46633, 4671.568496, 4671.685501, 4671.794495, 4671.925161, 4672.041501, 4672.162993]",1,2,go,12,normal,2
340,JUV015,220409,341,4675.105315,4675.242148,4679.428798,4675.244315,4675.244315,"[4675.242148, 4675.334981, 4675.43698, 4675.546647, 4675.662979, 4675.758146, 4675.867984, 4675.984812, 4676.102144, 4676.159311, 4676.212644, 4676.342477, 4677.194807, 4679.415298]",1,2,go,14,normal,2
341,JUV015,220409,342,4681.429956,4681.563123,4687.213933,4681.565456,4681.565456,"[4681.563123, 4681.656789, 4681.767122, 4681.871121, 4681.980954, 4682.076954, 4682.193453, 4682.30312, 4682.419786, 4682.535952, 4682.685618, 4685.605773, 4687.185933]",4,2,go,13,normal,2
342,JUV015,220409,343,4689.215105,4689.354925,4689.383091,,4689.354925,[4689.354925],7,-1,nogo,1,normal,
343,JUV015,220409,344,4703.367702,4703.517535,4711.876335,4703.519701,4703.519701,"[4703.517535, 4703.612701, 4703.714539, 4703.810701, 4703.920867, 4704.017033, 4704.119366, 4704.235698, 4704.345365, 4704.462364, 4704.57853, 4704.700197, 4705.061862, 4705.156028, 4705.285528, 4705.415027, 4705.898025, 4706.041191, 4706.240524, 4706.35519, 4706.497523, 4706.632189, 4706.767188, 4707.103687, 4707.294186, 4707.441186, 4707.509852, 4707.662851, 4707.752684, 4708.062016, 4708.423023, 4708.677023, 4708.801513, 4708.902347, 4709.079846, 4709.399183, 4709.617344, 4709.710177, 4709.750843, 4709.878343, 4710.007009, 4710.176008, 4710.440507, 4710.496007, 4710.55184, 4710.955005, 4711.041838, 4711.833501]",3,2,go,48,normal,2
344,JUV015,220409,345,4713.877501,4714.028826,4718.668807,4714.031159,4714.031159,"[4714.028826, 4714.122826, 4714.239505, 4714.350491, 4714.460491, 4714.563157, 4714.672823, 4714.784823, 4714.902156, 4715.027155, 4715.144988, 4715.290654, 4715.455821, 4715.58482, 4715.713821, 4715.828486, 4715.969823, 4716.27515, 4718.655141]",1,2,go,19,normal,2
345,JUV015,220409,346,4720.669966,4720.805132,4723.444122,4720.807299,4720.807299,"[4720.805132, 4720.906965, 4721.003798, 4721.128131, 4721.24463, 4721.346797, 4721.46313, 4721.586629, 4721.703629, 4721.840961, 4721.956462, 4722.100794, 4722.23746, 4722.400959, 4722.662958, 4723.113623, 4723.148789, 4723.387122]",2,2,go,18,normal,2
346,JUV015,220409,347,4725.445447,,,,4728.695767,[],6,0,nogo,0,normal,
347,JUV015,220409,348,4732.910917,4733.06525,4737.460899,4733.06725,4733.06725,"[4733.06525, 4733.15175, 4733.260249, 4733.379915, 4733.485081, 4733.581424, 4733.698081, 4733.807747, 4733.92508, 4734.028079, 4734.099422, 4734.147912, 4734.271912, 4734.417078, 4734.532244, 4734.634243, 4734.771743, 4734.986075, 4735.286741, 4737.432566]",4,2,go,20,normal,2
348,JUV015,220409,349,4739.462065,4739.603557,4740.777719,4739.605724,4739.605724,"[4739.603557, 4739.69839, 4739.82139, 4739.937722, 4740.040059, 4740.142721, 4740.252721, 4740.370387, 4740.479887, 4740.596886, 4740.720386]",1,2,go,11,normal,2
349,JUV015,220409,350,4743.665707,,,,4746.916028,[],7,0,nogo,0,normal,
350,JUV015,220409,351,4751.239344,4751.376177,4752.501184,4751.378343,4751.378343,"[4751.376177, 4751.463676, 4751.573009, 4751.676009, 4751.785842, 4751.888341, 4751.990674, 4752.115181, 4752.224673, 4752.341339, 4752.450672]",2,2,go,11,normal,2
351,JUV015,220409,352,4755.715661,4757.910817,4758.07365,,4757.910817,"[4757.910817, 4758.066983]",7,-1,nogo,2,normal,
352,JUV015,220409,353,4771.839428,4772.040761,4772.211927,,4772.040761,"[4772.040761, 4772.154927]",6,-1,nogo,2,normal,
353,JUV015,220409,354,4785.828039,4791.24535,4791.259517,,4789.078359,[4791.24535],6,0,nogo,1,normal,
354,JUV015,220409,355,4793.260676,4793.415008,4797.330159,4793.417184,4793.417184,"[4793.415008, 4793.501184, 4793.603188, 4793.712507, 4793.81484, 4793.903506, 4794.005673, 4794.114839, 4794.224172, 4794.333505, 4794.463838, 4797.316326]",1,2,go,12,normal,2
355,JUV015,220409,356,4799.331318,4799.454984,4804.753963,4799.457151,4799.457151,"[4799.454984, 4799.561985, 4799.67115, 4799.781316, 4799.891149, 4799.986149, 4800.088982, 4800.198815, 4800.322648, 4800.43948, 4800.576313, 4803.08947, 4804.732796]",3,2,go,13,normal,2
356,JUV015,220409,357,4806.755289,,,,4810.005609,[],5,0,nogo,0,normal,
357,JUV015,220409,358,4814.116259,4816.017918,4816.41575,,4816.017918,"[4816.017918, 4816.125584, 4816.261084, 4816.402083]",7,-1,nogo,4,normal,
358,JUV015,220409,359,4829.84853,4830.088028,4831.405357,4830.090195,4830.090195,"[4830.088028, 4830.198702, 4830.294361, 4830.37486, 4830.477194, 4830.572527, 4830.675193, 4830.791692, 4830.908192, 4831.017358, 4831.147858, 4831.269857, 4831.36969]",4,2,go,13,normal,2
359,JUV015,220409,360,4833.961019,4834.186345,4834.214512,,4834.186345,[4834.186345],8,-1,nogo,1,normal,
360,JUV015,220409,361,4847.875624,,,,4851.125944,[],6,0,nogo,0,normal,
361,JUV015,220409,362,4855.522927,,,,4858.773247,[],6,0,nogo,0,normal,
362,JUV015,220409,363,4863.182729,,,,4866.43305,[],8,0,nogo,0,normal,
363,JUV015,220409,364,4870.099868,,,,4873.350189,[],6,0,nogo,0,normal,
364,JUV015,220409,365,4877.344173,4877.506339,4883.625824,4877.508505,4877.508505,"[4877.506339, 4877.599341, 4877.701671, 4877.803838, 4877.906504, 4877.994837, 4878.090003, 4878.199669, 4878.316169, 4878.439168, 4878.548168, 4881.781988, 4883.497481, 4883.589823]",1,2,go,14,normal,2
365,JUV015,220409,366,4885.62714,,,,4888.629461,[],15,-1,go,0,missed,
366,JUV015,220409,367,4903.185569,4903.376735,4903.497901,,4903.376735,"[4903.376735, 4903.462568]",5,-1,nogo,2,normal,
367,JUV015,220409,368,4917.222513,4917.389022,4918.601841,4917.391185,4917.391185,"[4917.389022, 4917.488512, 4917.584345, 4917.686845, 4917.796678, 4917.877677, 4917.979344, 4918.088843, 4918.205009, 4918.328342, 4918.458008, 4918.566175]",4,2,go,12,normal,2
368,JUV015,220409,369,4921.395663,4925.641646,4931.45579,,4924.397819,"[4925.641646, 4925.741646, 4931.442123]",16,-1,go,3,missed,
369,JUV015,220409,370,4938.329265,4938.483595,4939.555259,4938.485762,4938.485762,"[4938.483595, 4938.577428, 4938.680261, 4938.776594, 4938.886427, 4938.969426, 4939.078926, 4939.187759, 4939.303925, 4939.420258, 4939.541591]",3,2,go,11,normal,2
370,JUV015,220409,371,4942.842244,4942.938244,4948.459055,4942.940244,4942.940244,"[4942.938244, 4943.03191, 4943.129583, 4943.239742, 4943.351075, 4943.446408, 4943.556074, 4943.679907, 4943.789743, 4943.913406, 4944.042906, 4946.595899, 4948.430888]",3,2,go,13,normal,2
371,JUV015,220409,372,4950.460221,4950.594381,4954.618864,4950.596713,4950.596713,"[4950.594381, 4950.696381, 4950.806381, 4950.917712, 4951.028545, 4951.131544, 4951.248877, 4951.37221, 4951.4938760000005, 4951.622876, 4951.753042, 4951.902708, 4954.590701]",3,2,go,13,normal,2
372,JUV015,220409,373,4956.620022,,,,4959.870343,[],7,0,nogo,0,normal,
373,JUV015,220409,374,4963.789502,4963.939993,4968.086476,4963.94216,4963.94216,"[4963.939993, 4964.032493, 4964.134325, 4964.236825, 4964.353325, 4964.441158, 4964.550491, 4964.66699, 4964.77599, 4964.899323, 4965.022655, 4965.172321, 4968.072643]",4,2,go,13,normal,2
374,JUV015,220409,375,4970.087635,,,,4973.337955,[],5,0,nogo,0,normal,
375,JUV015,220409,376,4977.421439,4977.571605,4978.665601,4977.573605,4977.573605,"[4977.571605, 4977.664605, 4977.766941, 4977.869271, 4977.97877, 4978.067104, 4978.169769, 4978.286436, 4978.396602, 4978.506602, 4978.629268]",2,2,go,11,normal,2
376,JUV015,220409,377,4981.899262,4984.387744,4987.062234,,4984.387744,"[4984.387744, 4986.905068, 4987.012401]",12,0,go,3,normal,
377,JUV015,220409,378,4989.063559,4989.209902,4994.349705,4989.212063,4989.212063,"[4989.209902, 4989.305058, 4989.401391, 4989.505224, 4989.62839, 4989.71639, 4989.826061, 4989.942556, 4990.052389, 4990.169055, 4990.311721, 4993.416383, 4994.328705]",3,2,go,13,normal,2
378,JUV015,220409,379,4996.35103,,,,4999.60135,[],6,0,nogo,0,normal,
379,JUV015,220409,380,5004.161999,5004.326498,5005.450327,5004.328665,5004.328665,"[5004.326498, 5004.428498, 5004.526664, 5004.631505, 5004.73433, 5004.83033, 5004.932829, 5005.049501, 5005.166328, 5005.290161, 5005.406827]",2,2,go,11,normal,2
380,JUV015,220409,381,5008.213483,,,,5011.463803,[],6,0,nogo,0,normal,
381,JUV015,220409,382,5015.533287,5015.699119,5018.237109,5015.701286,5015.701286,"[5015.699119, 5015.785452, 5015.883452, 5015.971618, 5016.073951, 5016.176451, 5016.286117, 5016.396117, 5016.513283, 5016.630625, 5016.761115, 5016.898281, 5018.05861]",2,2,go,13,normal,2
382,JUV015,220409,383,5020.666766,5020.818432,5039.943522,,5020.818432,"[5020.818432, 5020.920265, 5025.422747, 5026.031412, 5026.127744, 5026.520243, 5026.562742, 5026.577243, 5026.690742, 5026.803908, 5026.941241, 5027.110574, 5027.27724, 5027.401072, 5029.899063, 5030.017062, 5030.456727, 5030.60906, 5030.740893, 5032.388066, 5032.549885, 5032.718551, 5032.856051, 5033.178221, 5033.502548, 5033.89338, 5034.105713, 5034.79721, 5034.957209, 5035.124543, 5035.27855, 5035.434388, 5035.588206, 5035.729706, 5036.293537, 5036.425536, 5036.600202, 5036.827201, 5037.059867, 5037.288708, 5037.316867, 5037.526539, 5037.669531, 5037.99403, 5038.057363, 5038.223029, 5038.545528, 5038.630194, 5038.921193, 5039.936866]",6,-1,nogo,50,normal,
383,JUV015,220409,384,5041.944681,5042.097019,5047.350326,5042.099347,5042.099347,"[5042.097019, 5042.19068, 5042.300013, 5042.402513, 5042.519345, 5042.621845, 5042.731511, 5042.848844, 5042.972844, 5043.096343, 5043.227509, 5043.353009, 5043.492842, 5043.572341, 5043.618508, 5043.76434, 5043.923341, 5045.827999, 5047.329159]",3,2,go,19,normal,2
384,JUV015,220409,385,5049.351485,5049.487151,5051.842308,5049.489484,5049.489484,"[5049.487151, 5049.59415, 5049.710317, 5049.820649, 5049.937821, 5050.047315, 5050.171148, 5050.294981, 5050.438147, 5050.50848, 5050.563147, 5050.699146, 5050.793479, 5050.914979, 5051.073144, 5051.677642]",2,2,go,16,normal,2
385,JUV015,220409,386,5053.843467,5053.968633,5056.124291,5053.970633,5053.970633,"[5053.968633, 5054.069966, 5054.186799, 5054.304798, 5054.417964, 5054.527631, 5054.63313, 5054.750963, 5054.868629, 5054.994129, 5055.132628, 5055.270628, 5055.836959, 5055.966459, 5056.080958]",2,2,go,15,normal,2
386,JUV015,220409,387,5058.638947,5058.745614,5069.245905,,5058.745614,"[5058.745614, 5068.128743, 5068.150243, 5068.200076, 5068.264242, 5068.399745, 5068.589579, 5068.74624, 5068.90074, 5069.160239]",6,-1,nogo,10,normal,
387,JUV015,220409,388,5072.505392,5072.707225,5080.377527,,5072.707225,"[5072.707225, 5080.263194, 5080.284703]",6,-1,nogo,3,normal,
388,JUV015,220409,389,5087.251167,,,,5090.501487,[],8,0,nogo,0,normal,
389,JUV015,220409,390,5093.926306,5094.080139,5095.4348,5094.082472,5094.082472,"[5094.080139, 5094.167139, 5094.269472, 5094.379305, 5094.489137, 5094.577304, 5094.68047, 5094.804636, 5094.919969, 5095.029302, 5095.152801, 5095.283301, 5095.398634]",1,2,go,13,normal,2
390,JUV015,220409,391,5098.516288,5098.642954,5099.861283,5098.645288,5098.645288,"[5098.642954, 5098.73762, 5098.854626, 5098.972621, 5099.083452, 5099.193785, 5099.304619, 5099.422784, 5099.501617, 5099.542623, 5099.67395, 5099.825283]",3,2,go,12,normal,2
391,JUV015,220409,392,5102.840604,5102.93477,5110.143743,5102.93677,5102.93677,"[5102.93477, 5103.03077, 5103.13327, 5103.250436, 5103.361269, 5103.470268, 5103.579768, 5103.696943, 5103.813933, 5103.930766, 5104.055101, 5104.185765, 5106.624589, 5107.028754, 5107.14092, 5108.96058, 5110.115408]",4,2,go,17,normal,2
392,JUV015,220409,393,5112.145067,5112.265233,5112.279233,,5112.265233,[5112.265233],5,-1,nogo,1,normal,
393,JUV015,220409,394,5126.637009,,,,5129.63933,[],14,-1,go,0,missed,
394,JUV015,220409,395,5143.401775,,,,5146.652096,[],8,0,nogo,0,normal,
395,JUV015,220409,396,5150.539913,,,,5153.790234,[],8,0,nogo,0,normal,
396,JUV015,220409,397,5157.456063,5157.640385,5157.964221,,5157.640385,"[5157.640385, 5157.739385, 5157.93605]",5,-1,nogo,3,normal,
397,JUV015,220409,398,5172.330826,5172.540325,5184.641443,,5172.540325,"[5172.540325, 5184.418111, 5184.620277]",7,-1,nogo,3,normal,
398,JUV015,220409,399,5186.642769,5195.407567,5195.520067,,5189.64509,"[5195.407567, 5195.499233]",16,-1,go,2,missed,
399,JUV015,220409,400,5203.740706,5210.909505,5210.930338,,5206.743022,[5210.909505],15,-1,go,1,missed,
400,JUV015,220409,401,5220.711633,5220.925798,5224.80195,5220.927965,5220.927965,"[5220.925798, 5221.031798, 5221.133131, 5221.235631, 5221.34513, 5221.425963, 5221.535629, 5221.671629, 5221.734628, 5221.789128, 5221.930961, 5222.362301, 5222.488461, 5224.780625]",4,2,go,14,normal,2
401,JUV015,220409,402,5226.803108,5226.922943,5232.88325,5226.925274,5226.925274,"[5226.922943, 5227.015774, 5227.12494, 5227.234943, 5227.344606, 5227.446941, 5227.556272, 5227.672438, 5227.788438, 5227.91827, 5230.831925, 5231.243262, 5231.369259, 5231.843588, 5232.861917]",4,2,go,15,normal,2
402,JUV015,220409,403,5234.884409,,,,5238.13473,[],6,0,nogo,0,normal,
403,JUV015,220409,404,5241.848048,5242.004547,5246.140705,5242.006714,5242.006714,"[5242.004547, 5242.091047, 5242.200547, 5242.303213, 5242.405879, 5242.494046, 5242.603378, 5242.720045, 5242.829711, 5242.960544, 5243.076384, 5243.177709, 5243.308709, 5246.119698]",4,2,go,14,normal,2
404,JUV015,220409,405,5248.142023,,,,5251.392343,[],8,0,nogo,0,normal,
405,JUV015,220409,406,5255.571826,,,,5258.574148,[],11,-1,go,0,missed,
